antecedent,consequent,confidence,lift,support
Regency Tea Plate Pink,Regency Tea Plate Green,0.9114754098360656,47.34409018544813,0.014047498736735725
Regency Tea Plate Green,Regency Tea Plate Pink,0.7296587926509186,47.34409018544813,0.014047498736735725
Regency Tea Plate Green,Regency Tea Plate Roses,0.8372703412073491,37.23501135391784,0.01611925214754927
Regency Tea Plate Roses,Regency Tea Plate Green,0.7168539325842697,37.23501135391784,0.01611925214754927
Poppy's Playhouse Bedroom,Poppy's Playhouse Kitchen,0.7399527186761229,33.50952929656859,0.015816068721576555
Poppy's Playhouse Kitchen,Poppy's Playhouse Bedroom,0.7162471395881007,33.50952929656859,0.015816068721576555
"Green Regency Teacup And Saucer, Roses Regency Teacup And Saucer",Pink Regency Teacup And Saucer,0.7057291666666666,18.232872334638817,0.02738756947953512
"Pink Regency Teacup And Saucer, Roses Regency Teacup And Saucer",Green Regency Teacup And Saucer,0.9048414023372288,17.64217867217119,0.02738756947953512
Pink Regency Teacup And Saucer,Green Regency Teacup And Saucer,0.8263707571801566,16.11219436905941,0.031985851440121275
Green Regency Teacup And Saucer,Pink Regency Teacup And Saucer,0.6236453201970443,16.11219436905941,0.031985851440121275
"Pink Regency Teacup And Saucer, Green Regency Teacup And Saucer",Roses Regency Teacup And Saucer,0.8562401263823065,15.895865010418241,0.02738756947953512
Gardeners Kneeling Pad Cup Of Tea,Gardeners Kneeling Pad Keep Calm,0.7203166226912929,15.613434789770743,0.027589691763516926
Gardeners Kneeling Pad Keep Calm,Gardeners Kneeling Pad Cup Of Tea,0.5980284775465499,15.613434789770741,0.027589691763516926
Roses Regency Teacup And Saucer,Pink Regency Teacup And Saucer,0.5619136960600375,14.517326429540656,0.030267812026275896
Pink Regency Teacup And Saucer,Roses Regency Teacup And Saucer,0.7819843342036553,14.517326429540654,0.030267812026275896
Green Regency Teacup And Saucer,Roses Regency Teacup And Saucer,0.7566502463054188,14.047005979722549,0.038807478524507326
Roses Regency Teacup And Saucer,Green Regency Teacup And Saucer,0.7204502814258912,14.047005979722549,0.038807478524507326
Dolly Girl Lunch Box,Spaceboy Lunch Box,0.6321974148061105,13.901318710014362,0.02718544719555331
Spaceboy Lunch Box,Dolly Girl Lunch Box,0.5977777777777777,13.901318710014362,0.02718544719555331
Red Retrospot Charlotte Bag,Charlotte Bag Pink Polkadot,0.504835589941973,13.446428431967222,0.026376958059626074
Charlotte Bag Pink Polkadot,Red Retrospot Charlotte Bag,0.702557200538358,13.44642843196722,0.026376958059626074
Alarm Clock Bakelike Green,Alarm Clock Bakelike Red,0.6523955147808359,12.284402699821829,0.03233956543708944
Alarm Clock Bakelike Red,Alarm Clock Bakelike Green,0.6089438629876308,12.284402699821827,0.03233956543708944
Woodland Charlotte Bag,Red Retrospot Charlotte Bag,0.6059880239520958,11.59816537138489,0.025568468923698837
Paper Chain Kit Vintage Christmas,Paper Chain Kit 50'S Christmas,0.6731707317073171,11.484524810765349,0.02789287518948964
Charlotte Bag Suki Design,Red Retrospot Charlotte Bag,0.5748299319727891,11.0018223923999,0.02561899949469429
Wooden Frame Antique White,Wooden Picture Frame White Finish,0.5545267489711934,9.976440329218107,0.027235977766548763
Jumbo Bag Vintage Leaf,Jumbo Bag Vintage Doily,0.5870307167235495,9.437317533679158,0.02607377463365336
Lunch Bag Pink Polkadot,Lunch Bag Red Retrospot,0.5559633027522936,7.0213872121684044,0.030621526023244063
Lunch Bag Woodland,Lunch Bag Red Retrospot,0.5166994106090373,6.5255145730394695,0.026579080343607883
Lunch Bag Suki Design,Lunch Bag Red Retrospot,0.5101088646967341,6.442281067229335,0.03314805457301667
Jumbo Bag Pink Polkadot,Jumbo Bag Red Retrospot,0.6773399014778325,6.407531859582364,0.0416877210712481
Lunch Bag Black Skull,Lunch Bag Red Retrospot,0.5039246467817896,6.364179170269059,0.032440626579080346
Jumbo Bag Scandinavian Blue Paisley,Jumbo Bag Red Retrospot,0.6712158808933002,6.349599561605359,0.027337038908539668
Jumbo Bag Strawberry,Jumbo Bag Red Retrospot,0.6509090909090909,6.1575004345558835,0.02713491662455786
Jumbo Bag Baroque Black White,Jumbo Bag Red Retrospot,0.6270096463022508,5.931415344321961,0.029560384032339567
Jumbo Bag Woodland Animals,Jumbo Bag Red Retrospot,0.6199304750869061,5.864447467480819,0.027033855482566954
Red Hanging Heart T-Light Holder,Cream Hanging Heart T-Light Holder,0.6707152496626181,5.849913966867876,0.02511369378473977
Jumbo Storage Bag Suki,Jumbo Bag Red Retrospot,0.6114864864864865,5.784568626944345,0.03658413340070743
Jumbo Bag Pink Vintage Paisley,Jumbo Bag Red Retrospot,0.5988439306358382,5.664971982448966,0.026174835775644265
Jumbo Shopper Vintage Red Paisley,Jumbo Bag Red Retrospot,0.5782312925170068,5.469979578829619,0.03436078827690753
Jumbo Bag Apples,Jumbo Bag Red Retrospot,0.558282208588957,5.281264296355382,0.027589691763516926
Green Regency Teacup And Saucer,Regency Cakestand 3 Tier,0.5014778325123153,4.989565764413634,0.025720060636685194
